timestamp,human_time,runtime_mcc,batch_mcc,event
1443874388,2015-10-03 12:13:08,0.33599476034703396,0.4750419861298966,
1443874726,2015-10-03 12:18:46,0.4021274726466046,0.4726698665645189,
1443874823,2015-10-03 12:20:23,0.32307143816567163,0.47418231205114025,
1443874883,2015-10-03 12:21:23,0.301547787697384,0.47343341901622454,
1443875114,2015-10-03 12:25:14,0.34373576808243106,0.4752921664153902,
1443875321,2015-10-03 12:28:41,0.31350839774061257,0.47358696079539764,
1443875587,2015-10-03 12:33:07,0.32910312242502215,0.4749530257797376,
1443875598,2015-10-03 12:33:18,0.3213232375521067,0.47485417511317085,
1443875608,2015-10-03 12:33:28,0.4021441940162348,0.47316336773653883,
1443875616,2015-10-03 12:33:36,0.5076780346927511,0.46810425730159105,
1443875620,2015-10-03 12:33:40,0.31884721843728825,0.4745178641198224,
1443875631,2015-10-03 12:33:51,0.3250021878096834,0.4748506904692082,
1443875686,2015-10-03 12:34:46,0.402134302249783,0.47296436038594514,
1443875832,2015-10-03 12:37:12,0.3254103630896029,0.47490493703362335,
1443875848,2015-10-03 12:37:28,0.4020792010258493,0.47256548254561537,
1443875891,2015-10-03 12:38:11,0.3185727239637929,0.47433741388868256,
1443875891,2015-10-03 12:38:11,0.34373587423847307,0.47529369808875854,
1443875896,2015-10-03 12:38:16,0.40212962636605565,0.4727379096643614,
1443875901,2015-10-03 12:38:21,0.3437234353086128,0.47525440141386655,
1443875902,2015-10-03 12:38:22,0.31836991378850943,0.47420928159572934,
1443876194,2015-10-03 12:43:14,0.5077476456458421,0.4684902750643945,
1443876197,2015-10-03 12:43:17,0.3213228736489311,0.4748515628425442,
1443876200,2015-10-03 12:43:20,0.3190945161762281,0.4746182788750591,
1443876216,2015-10-03 12:43:36,0.32501107952490377,0.47372906731571796,
1443876232,2015-10-03 12:43:52,0.3190952148724297,0.47462048024142434,
1443876239,2015-10-03 12:43:59,0.3185809259415282,0.47436121647960494,
1443876265,2015-10-03 12:44:25,0.34372735647238467,0.4752865222463908,
1443876435,2015-10-03 12:47:15,0.33612644961431454,0.47508320997308634,
1443876459,2015-10-03 12:47:39,0.33934552385412337,0.47515990265804864,
1443876461,2015-10-03 12:47:41,0.3253714160192251,0.47385684671003175,
1443876465,2015-10-03 12:47:45,0.3394570854787558,0.47519563321757385,
1443876468,2015-10-03 12:47:48,0.31884674028272,0.4745166544166043,
1443876469,2015-10-03 12:47:49,0.32461875043484417,0.47468651870182793,
1443876476,2015-10-03 12:47:56,0.31907251080146415,0.4745881046058164,
1443876480,2015-10-03 12:48:00,0.32292067524180396,0.47408233409379663,
1443876485,2015-10-03 12:48:05,0.3256748735002894,0.47397419308426525,
1443876485,2015-10-03 12:48:05,0.32479868932146994,0.4747466081535042,
1443876488,2015-10-03 12:48:08,0.3974259246591422,0.4722916295730074,
1443876494,2015-10-03 12:48:14,0.39716193941902866,0.4718825703214309,
1443876496,2015-10-03 12:48:16,0.3191035783910966,0.47462267702571836,
1443876549,2015-10-03 12:49:09,0.3437658070597285,0.4753236611535954,
1443876550,2015-10-03 12:49:10,0.3250104227965522,0.4737268413381913,
1443876562,2015-10-03 12:49:22,0.39716859093332046,0.47197923696630334,
1443876564,2015-10-03 12:49:24,0.34372336391428243,0.47525332407251863,
1443876680,2015-10-03 12:51:20,0.4179446940983845,0.4699290726623895,
1443876720,2015-10-03 12:52:00,0.32486397722644617,0.4747968238178183,
1443876785,2015-10-03 12:53:05,0.33299862025361154,0.4749986470930544,
1443876806,2015-10-03 12:53:26,0.3962343076364211,0.47055151979604654,
1443876815,2015-10-03 12:53:35,0.5305372587943853,0.46876569026844456,
1443876819,2015-10-03 12:53:39,0.34372357808649745,0.4752549394957715,
1443876826,2015-10-03 12:53:46,0.39660870819635335,0.47106959746577326,
1443876860,2015-10-03 12:54:20,0.3392247779259382,0.4751224697846593,
1443876882,2015-10-03 12:54:42,0.3185580625349362,0.47430007073265584,
1443876919,2015-10-03 12:55:19,0.3185919023104818,0.4744415704074158,
1443877007,2015-10-03 12:56:47,0.3015434305215653,0.47334240281537243,
1443877128,2015-10-03 12:58:48,0.31909933173634136,0.47462157920543563,
1443877138,2015-10-03 12:58:58,0.5305412349303875,0.4691671824817302,
1443877152,2015-10-03 12:59:12,0.3968204915132989,0.4715075262594939,
1443877181,2015-10-03 12:59:41,0.34377388897645733,0.47535240070813506,
1443877651,2015-10-03 13:07:31,0.3437182498920145,0.4752202566073846,
